"지수별","시점","경기종합지수",
"선행종합지수(2020=100)","1978.08 월","9.1",
"선행종합지수(2020=100)","1978.07 월","9.1",
"선행종합지수(2020=100)","1978.06 월","9",
"선행종합지수(2020=100)","1978.05 월","9",
"선행종합지수(2020=100)","1978.04 월","9",
"선행종합지수(2020=100)","1978.03 월","8.9",
"선행종합지수(2020=100)","1978.02 월","8.8",
"선행종합지수(2020=100)","1978.01 월","8.7",
"선행종합지수(2020=100)","1977.12 월","8.6",
"선행종합지수(2020=100)","1977.11 월","8.5",
"선행종합지수(2020=100)","1977.10 월","8.4",
"선행종합지수(2020=100)","1977.09 월","8.4",
"선행종합지수(2020=100)","1977.08 월","8.3",
"선행종합지수(2020=100)","1977.07 월","8.2",
"선행종합지수(2020=100)","1977.06 월","8.1",
"선행종합지수(2020=100)","1977.05 월","8",
"선행종합지수(2020=100)","1977.04 월","7.9",
"선행종합지수(2020=100)","1977.03 월","7.8",
"선행종합지수(2020=100)","1977.02 월","7.8",
"선행종합지수(2020=100)","1977.01 월","7.8",
"선행종합지수(2020=100)","1976.12 월","7.7",
"선행종합지수(2020=100)","1976.11 월","7.6",
"선행종합지수(2020=100)","1976.10 월","7.6",
"선행종합지수(2020=100)","1976.09 월","7.6",
"선행종합지수(2020=100)","1976.08 월","7.5",
"선행종합지수(2020=100)","1976.07 월","7.5",
"선행종합지수(2020=100)","1976.06 월","7.4",
"선행종합지수(2020=100)","1976.05 월","7.4",
"선행종합지수(2020=100)","1976.04 월","7.3",
"선행종합지수(2020=100)","1976.03 월","7.2",
"선행종합지수(2020=100)","1976.02 월","7.1",
"선행종합지수(2020=100)","1976.01 월","7",
"선행종합지수(2020=100)","1975.12 월","6.9",
"선행종합지수(2020=100)","1975.11 월","6.8",
"선행종합지수(2020=100)","1975.10 월","6.8",
"선행종합지수(2020=100)","1975.09 월","6.6",
"선행종합지수(2020=100)","1975.08 월","6.6",
"선행종합지수(2020=100)","1975.07 월","6.5",
"선행종합지수(2020=100)","1975.06 월","6.4",
"선행종합지수(2020=100)","1975.05 월","6.3",
"선행종합지수(2020=100)","1975.04 월","6.2",
"선행종합지수(2020=100)","1975.03 월","6",
"선행종합지수(2020=100)","1975.02 월","6",
"선행종합지수(2020=100)","1975.01 월","5.9",
"선행종합지수(2020=100)","1974.12 월","5.9",
"선행종합지수(2020=100)","1974.11 월","5.8",
"선행종합지수(2020=100)","1974.10 월","5.7",
"선행종합지수(2020=100)","1974.09 월","5.7",
"선행종합지수(2020=100)","1974.08 월","5.7",
"선행종합지수(2020=100)","1974.07 월","5.7",
"선행종합지수(2020=100)","1974.06 월","5.7",
"선행종합지수(2020=100)","1974.05 월","5.7",
"선행종합지수(2020=100)","1974.04 월","5.8",
"선행종합지수(2020=100)","1974.03 월","5.8",
"선행종합지수(2020=100)","1974.02 월","5.9",
"선행종합지수(2020=100)","1974.01 월","5.9",
"선행종합지수(2020=100)","1973.12 월","5.9",
"선행종합지수(2020=100)","1973.11 월","5.9",
"선행종합지수(2020=100)","1973.10 월","5.9",
"선행종합지수(2020=100)","1973.09 월","5.9",
"선행종합지수(2020=100)","1973.08 월","5.9",
"선행종합지수(2020=100)","1973.07 월","5.8",
"선행종합지수(2020=100)","1973.06 월","5.7",
"선행종합지수(2020=100)","1973.05 월","5.7",
"선행종합지수(2020=100)","1973.04 월","5.7",
"선행종합지수(2020=100)","1973.03 월","5.6",
"선행종합지수(2020=100)","1973.02 월","5.4",
"선행종합지수(2020=100)","1973.01 월","5.3",
"선행종합지수(2020=100)","1972.12 월","5.2",
"선행종합지수(2020=100)","1972.11 월","5.1",
"선행종합지수(2020=100)","1972.10 월","5",
"선행종합지수(2020=100)","1972.09 월","4.8",
"선행종합지수(2020=100)","1972.08 월","4.7",
"선행종합지수(2020=100)","1972.07 월","4.6",
"선행종합지수(2020=100)","1972.06 월","4.6",
"선행종합지수(2020=100)","1972.05 월","4.5",
"선행종합지수(2020=100)","1972.04 월","4.4",
"선행종합지수(2020=100)","1972.03 월","4.4",
"선행종합지수(2020=100)","1972.02 월","4.4",
"선행종합지수(2020=100)","1972.01 월","4.3",
"선행종합지수(2020=100)","1971.12 월","4.3",
"선행종합지수(2020=100)","1971.11 월","4.3",
"선행종합지수(2020=100)","1971.10 월","4.3",
"선행종합지수(2020=100)","1971.09 월","4.3",
"선행종합지수(2020=100)","1971.08 월","4.3",
"선행종합지수(2020=100)","1971.07 월","4.2",
"선행종합지수(2020=100)","1971.06 월","4.2",
"선행종합지수(2020=100)","1971.05 월","4.2",
"선행종합지수(2020=100)","1971.04 월","4.2",
"선행종합지수(2020=100)","1971.03 월","4.1",
"선행종합지수(2020=100)","1971.02 월","4.1",
"선행종합지수(2020=100)","1971.01 월","4",
"선행종합지수(2020=100)","1970.12 월","4",
"선행종합지수(2020=100)","1970.11 월","4",
"선행종합지수(2020=100)","1970.10 월","4",
"선행종합지수(2020=100)","1970.09 월","3.9",
"선행종합지수(2020=100)","1970.08 월","3.9",
"선행종합지수(2020=100)","1970.07 월","3.9",
"선행종합지수(2020=100)","1970.06 월","3.8",
"선행종합지수(2020=100)","1970.05 월","3.8",
"선행종합지수(2020=100)","1970.04 월","3.8",
"선행종합지수(2020=100)","1970.03 월","3.8",
"선행종합지수(2020=100)","1970.02 월","3.7",
"선행종합지수(2020=100)","1970.01 월","3.7",
"선행종합지수 전월비(%)","2023.09 월",".4",
"선행종합지수 전월비(%)","2023.08 월",".3",
"선행종합지수 전월비(%)","2023.07 월",".5",
"선행종합지수 전월비(%)","2023.06 월",".6",
"선행종합지수 전월비(%)","2023.05 월",".4",
"선행종합지수 전월비(%)","2023.04 월","0",
"선행종합지수 전월비(%)","2023.03 월",".1",
"선행종합지수 전월비(%)","2023.02 월","-.1",
"선행종합지수 전월비(%)","2023.01 월","-.1",
"선행종합지수 전월비(%)","2022.12 월","-.2",
"선행종합지수 전월비(%)","2022.11 월","0",
"선행종합지수 전월비(%)","2022.10 월",".3",
"선행종합지수 전월비(%)","2022.09 월",".4",
"선행종합지수 전월비(%)","2022.08 월",".1",
"선행종합지수 전월비(%)","2022.07 월",".1",
"선행종합지수 전월비(%)","2022.06 월",".4",
"선행종합지수 전월비(%)","2022.05 월",".5",
"선행종합지수 전월비(%)","2022.04 월",".1",
"선행종합지수 전월비(%)","2022.03 월",".1",
"선행종합지수 전월비(%)","2022.02 월",".1",
"선행종합지수 전월비(%)","2022.01 월",".3",
"선행종합지수 전월비(%)","2021.12 월",".2",
"선행종합지수 전월비(%)","2021.11 월","0",
"선행종합지수 전월비(%)","2021.10 월","0",
"선행종합지수 전월비(%)","2021.09 월","-.1",
"선행종합지수 전월비(%)","2021.08 월",".1",
"선행종합지수 전월비(%)","2021.07 월",".2",
"선행종합지수 전월비(%)","2021.06 월",".6",
"선행종합지수 전월비(%)","2021.05 월",".7",
"선행종합지수 전월비(%)","2021.04 월",".7",
"선행종합지수 전월비(%)","2021.03 월",".6",
"선행종합지수 전월비(%)","2021.02 월",".5",
"선행종합지수 전월비(%)","2021.01 월",".7",
"선행종합지수 전월비(%)","2020.12 월",".5",
"선행종합지수 전월비(%)","2020.11 월",".8",
"선행종합지수 전월비(%)","2020.10 월",".7",
"선행종합지수 전월비(%)","2020.09 월",".7",
"선행종합지수 전월비(%)","2020.08 월",".8",
"선행종합지수 전월비(%)","2020.07 월",".6",
"선행종합지수 전월비(%)","2020.06 월",".5",
"선행종합지수 전월비(%)","2020.05 월","0",
"선행종합지수 전월비(%)","2020.04 월","0",
"선행종합지수 전월비(%)","2020.03 월","-.1",
"선행종합지수 전월비(%)","2020.02 월",".3",
"선행종합지수 전월비(%)","2020.01 월",".3",
"선행종합지수 전월비(%)","2019.12 월",".5",
"선행종합지수 전월비(%)","2019.11 월",".6",
"선행종합지수 전월비(%)","2019.10 월",".6",
"선행종합지수 전월비(%)","2019.09 월",".4",
"선행종합지수 전월비(%)","2019.08 월",".2",
"선행종합지수 전월비(%)","2019.07 월",".1",
"선행종합지수 전월비(%)","2019.06 월","0",
"선행종합지수 전월비(%)","2019.05 월",".1",
"선행종합지수 전월비(%)","2019.04 월",".2",
"선행종합지수 전월비(%)","2019.03 월",".3",
"선행종합지수 전월비(%)","2019.02 월",".2",
"선행종합지수 전월비(%)","2019.01 월",".1",
"선행종합지수 전월비(%)","2018.12 월","0",
"선행종합지수 전월비(%)","2018.11 월","0",
"선행종합지수 전월비(%)","2018.10 월",".1",
"선행종합지수 전월비(%)","2018.09 월",".2",
"선행종합지수 전월비(%)","2018.08 월","-.1",
"선행종합지수 전월비(%)","2018.07 월",".2",
"선행종합지수 전월비(%)","2018.06 월",".2",
"선행종합지수 전월비(%)","2018.05 월",".3",
"선행종합지수 전월비(%)","2018.04 월","-.1",
"선행종합지수 전월비(%)","2018.03 월",".3",
"선행종합지수 전월비(%)","2018.02 월",".2",
"선행종합지수 전월비(%)","2018.01 월",".3",
"선행종합지수 전월비(%)","2017.12 월",".1",
"선행종합지수 전월비(%)","2017.11 월",".2",
"선행종합지수 전월비(%)","2017.10 월",".4",
"선행종합지수 전월비(%)","2017.09 월",".2",
"선행종합지수 전월비(%)","2017.08 월",".4",
"선행종합지수 전월비(%)","2017.07 월",".3",
"선행종합지수 전월비(%)","2017.06 월",".5",
"선행종합지수 전월비(%)","2017.05 월",".2",
"선행종합지수 전월비(%)","2017.04 월",".4",
"선행종합지수 전월비(%)","2017.03 월",".4",
"선행종합지수 전월비(%)","2017.02 월",".6",
"선행종합지수 전월비(%)","2017.01 월",".4",
"선행종합지수 전월비(%)","2016.12 월",".5",
"선행종합지수 전월비(%)","2016.11 월",".5",
"선행종합지수 전월비(%)","2016.10 월",".5",
"선행종합지수 전월비(%)","2016.09 월",".5",
"선행종합지수 전월비(%)","2016.08 월",".5",
"선행종합지수 전월비(%)","2016.07 월",".5",
"선행종합지수 전월비(%)","2016.06 월",".3",
"선행종합지수 전월비(%)","2016.05 월",".3",
"선행종합지수 전월비(%)","2016.04 월",".3",
"선행종합지수 전월비(%)","2016.03 월",".4",
"선행종합지수 전월비(%)","2016.02 월","0",
"선행종합지수 전월비(%)","2016.01 월",".1",
"선행종합지수 전월비(%)","2015.12 월","0",
"선행종합지수 전월비(%)","2015.11 월",".2",
"선행종합지수 전월비(%)","2015.10 월",".4",
"선행종합지수 전월비(%)","2015.09 월",".6",
"선행종합지수 전월비(%)","2015.08 월",".4",
"선행종합지수 전월비(%)","2015.07 월",".2",
"선행종합지수 전월비(%)","2015.06 월",".2",
"선행종합지수 전월비(%)","2015.05 월",".5",
"선행종합지수 전월비(%)","2015.04 월",".5",
"선행종합지수 전월비(%)","2015.03 월",".5",
"선행종합지수 전월비(%)","2015.02 월",".4",
"선행종합지수 전월비(%)","2015.01 월",".6",
"선행종합지수 전월비(%)","2014.12 월",".4",
"선행종합지수 전월비(%)","2014.11 월",".4",
"선행종합지수 전월비(%)","2014.10 월",".4",
"선행종합지수 전월비(%)","2014.09 월",".4",
"선행종합지수 전월비(%)","2014.08 월",".5",
"선행종합지수 전월비(%)","2014.07 월",".3",
"선행종합지수 전월비(%)","2014.06 월",".3",
"선행종합지수 전월비(%)","2014.05 월",".1",
"선행종합지수 전월비(%)","2014.04 월",".3",
"선행종합지수 전월비(%)","2014.03 월",".3",
"선행종합지수 전월비(%)","2014.02 월",".4",
"선행종합지수 전월비(%)","2014.01 월",".3",
"선행종합지수 전월비(%)","2013.12 월",".5",
"선행종합지수 전월비(%)","2013.11 월",".4",
"선행종합지수 전월비(%)","2013.10 월",".4",
"선행종합지수 전월비(%)","2013.09 월",".3",
"선행종합지수 전월비(%)","2013.08 월",".4",
"선행종합지수 전월비(%)","2013.07 월",".5",
"선행종합지수 전월비(%)","2013.06 월",".5",
"선행종합지수 전월비(%)","2013.05 월",".4",
"선행종합지수 전월비(%)","2013.04 월",".3",
"선행종합지수 전월비(%)","2013.03 월",".3",
"선행종합지수 전월비(%)","2013.02 월",".4",
"선행종합지수 전월비(%)","2013.01 월",".1",
"선행종합지수 전월비(%)","2012.12 월",".4",
"선행종합지수 전월비(%)","2012.11 월",".4",
"선행종합지수 전월비(%)","2012.10 월",".3",
"선행종합지수 전월비(%)","2012.09 월","0",
"선행종합지수 전월비(%)","2012.08 월","0",
"선행종합지수 전월비(%)","2012.07 월","0",
"선행종합지수 전월비(%)","2012.06 월",".3",
"선행종합지수 전월비(%)","2012.05 월","0",
"선행종합지수 전월비(%)","2012.04 월",".5",
"선행종합지수 전월비(%)","2012.03 월",".4",
"선행종합지수 전월비(%)","2012.02 월",".7",
"선행종합지수 전월비(%)","2012.01 월",".3",
"선행종합지수 전월비(%)","2011.12 월","0",
"선행종합지수 전월비(%)","2011.11 월","0",
"선행종합지수 전월비(%)","2011.10 월",".1",
"선행종합지수 전월비(%)","2011.09 월","0",
"선행종합지수 전월비(%)","2011.08 월",".1",
"선행종합지수 전월비(%)","2011.07 월",".1",
"선행종합지수 전월비(%)","2011.06 월","0",
"선행종합지수 전월비(%)","2011.05 월",".1",
"선행종합지수 전월비(%)","2011.04 월","0",
"선행종합지수 전월비(%)","2011.03 월",".3",
"선행종합지수 전월비(%)","2011.02 월",".4",
"선행종합지수 전월비(%)","2011.01 월",".6",
"선행종합지수 전월비(%)","2010.12 월",".1",
"선행종합지수 전월비(%)","2010.11 월",".3",
"선행종합지수 전월비(%)","2010.10 월","-.3",
"선행종합지수 전월비(%)","2010.09 월",".1",
"선행종합지수 전월비(%)","2010.08 월","0",
"선행종합지수 전월비(%)","2010.07 월",".3",
"선행종합지수 전월비(%)","2010.06 월",".3",
"선행종합지수 전월비(%)","2010.05 월",".4",
"선행종합지수 전월비(%)","2010.04 월","0",
"선행종합지수 전월비(%)","2010.03 월","0",
"선행종합지수 전월비(%)","2010.02 월",".1",
"선행종합지수 전월비(%)","2010.01 월",".4",
"선행종합지수 전월비(%)","2009.12 월",".4",
"선행종합지수 전월비(%)","2009.11 월",".9",
"선행종합지수 전월비(%)","2009.10 월",".9",
"선행종합지수 전월비(%)","2009.09 월",".4",
"선행종합지수 전월비(%)","2009.08 월",".4",
"선행종합지수 전월비(%)","2009.07 월",".4",
"선행종합지수 전월비(%)","2009.06 월","1.2",
"선행종합지수 전월비(%)","2009.05 월",".8",
"선행종합지수 전월비(%)","2009.04 월","1.5",
"선행종합지수 전월비(%)","2009.03 월",".8",
"선행종합지수 전월비(%)","2009.02 월",".8",
"선행종합지수 전월비(%)","2009.01 월","0",
"선행종합지수 전월비(%)","2008.12 월","0",
"선행종합지수 전월비(%)","2008.11 월","-.2",
"선행종합지수 전월비(%)","2008.10 월","0",
"선행종합지수 전월비(%)","2008.09 월",".2",
"선행종합지수 전월비(%)","2008.08 월","0",
"선행종합지수 전월비(%)","2008.07 월","0",
"선행종합지수 전월비(%)","2008.06 월","-.2",
"선행종합지수 전월비(%)","2008.05 월",".2",
"선행종합지수 전월비(%)","2008.04 월",".2",
"선행종합지수 전월비(%)","2008.03 월","-.2",
"선행종합지수 전월비(%)","2008.02 월","-.3",
"선행종합지수 전월비(%)","2008.01 월","0",
"선행종합지수 전월비(%)","2007.12 월",".2",
"선행종합지수 전월비(%)","2007.11 월",".5",
"선행종합지수 전월비(%)","2007.10 월",".2",
"선행종합지수 전월비(%)","2007.09 월",".3",
"선행종합지수 전월비(%)","2007.08 월",".5",
"선행종합지수 전월비(%)","2007.07 월",".6",
"선행종합지수 전월비(%)","2007.06 월",".6",
"선행종합지수 전월비(%)","2007.05 월",".3",
"선행종합지수 전월비(%)","2007.04 월",".5",
"선행종합지수 전월비(%)","2007.03 월",".3",
"선행종합지수 전월비(%)","2007.02 월",".3",
"선행종합지수 전월비(%)","2007.01 월",".2",
"선행종합지수 전월비(%)","2006.12 월",".2",
"선행종합지수 전월비(%)","2006.11 월",".5",
"선행종합지수 전월비(%)","2006.10 월",".8",
